"as_of_date","variable","c_value","i_value","f_value","e_value","v_value","average_pre_cv"
2020-09-21,"work_related",93.41,,0.0974578370967475,,,"1574014"
2020-09-22,"work_related",92.46,,0.0973307734238704,,,"1574014"
2020-09-23,"work_related",91.41,,0.0972672415874319,,,"1574014"
2020-09-24,"work_related",90.5,,0.0970131142416776,,,"1574014"
2020-09-25,"work_related",89.75,,0.096822518732362,,,"1574014"
2020-09-26,"work_related",89.515,,0.0960601366950993,,,"1574014"
2020-09-27,"work_related",89.515,,0.0955518820035908,,,"1574014"
2020-09-28,"work_related",89.28,,0.0949165636392052,,,"1574014"
2020-09-29,"work_related",89.11,,0.094662436293451,,,"1574014"
2020-09-30,"work_related",89.13,85.6,0.0944718407841353,1549779,1.6,"1574014"
2020-10-01,"work_related",89.81,,0.0809395596227225,,,"1574014"
2020-10-02,"work_related",90.29,,0.0809395596227225,,,"1574014"
2020-10-03,"work_related",88.525,,0.0809395596227225,,,"1574014"
2020-10-04,"work_related",88.525,,0.0810030914591611,,,"1574014"
2020-10-05,"work_related",86.76,,0.0810666232955997,,,"1574014"
2020-10-06,"work_related",86.17,,0.0810666232955997,,,"1574014"
2020-10-07,"work_related",85.78,,0.0810666232955997,,,"1574014"
2020-10-08,"work_related",85.34,,0.0810666232955997,,,"1574014"
2020-10-09,"work_related",84.6,,0.0810030914591611,,,"1574014"
2020-10-10,"work_related",85.145,,0.0810030914591611,,,"1574014"
2020-10-11,"work_related",85.145,,0.0810030914591611,,,"1574014"
2020-10-12,"work_related",85.69,,0.0810030914591611,,,"1574014"
2020-10-13,"work_related",85.53,,0.0810030914591611,,,"1574014"
2020-10-14,"work_related",85.41,,0.0809395596227225,,,"1574014"
2020-10-15,"work_related",85.18,,0.080876027786284,,,"1574014"
2020-10-16,"work_related",85.4,,0.0808124959498454,,,"1574014"
2020-10-17,"work_related",84.885,,0.0807489641134069,,,"1574014"
2020-10-18,"work_related",84.885,,0.0806219004405297,,,"1574014"
2020-10-19,"work_related",84.37,,0.0806854322769683,,,"1574014"
2020-10-20,"work_related",84.12,,0.0805583686040912,,,"1574014"
2020-10-21,"work_related",83.35,,0.0804313049312141,,,"1574014"
2020-10-22,"work_related",82.97,,0.0803677730947755,,,"1574014"
2020-10-23,"work_related",82.37,,0.0802407094218984,,,"1574014"
2020-10-24,"work_related",82.005,,0.0801136457490213,,,"1574014"
2020-10-25,"work_related",82.005,,0.0801771775854598,,,"1574014"
2020-10-26,"work_related",81.64,,0.0800501139125827,,,"1574014"
2020-10-27,"work_related",81.72,,0.0799865820761442,,,"1574014"
2020-10-28,"work_related",82.15,,0.0799230502397056,,,"1574014"
2020-10-29,"work_related",82.48,,0.0796689228939514,,,"1574014"
2020-10-30,"work_related",82.62,,0.0794783273846357,,,"1574014"
2020-10-31,"work_related",83.43,86.8,0.0772547131092862,,,"1574014"
2020-11-01,"work_related",83.43,,0.107622930926917,,,"1574014"
2020-11-02,"work_related",84.24,,0.108067653781987,,,"1574014"
2020-11-03,"work_related",85.13,,0.108512376637057,,,"1574014"
2020-11-04,"work_related",86.34,,0.108830035819249,,,"1574014"
2020-11-05,"work_related",87.55,,0.110100672548021,,,"1574014"
2020-11-06,"work_related",86.5,,0.110291268057336,,,"1574014"
2020-11-07,"work_related",81.4,,0.110735990912406,,,"1574014"
2020-11-08,"work_related",81.4,,0.110926586421722,,,"1574014"
2020-11-09,"work_related",76.3,,0.114039646407211,,,"1574014"
2020-11-10,"work_related",73.35,,0.114293773752965,,,"1574014"
2020-11-11,"work_related",70.29,,0.114357305589404,,,"1574014"
2020-11-12,"work_related",66.69,,0.114357305589404,,,"1574014"
2020-11-13,"work_related",65.51,,0.114420837425842,,,"1574014"
2020-11-14,"work_related",65.235,,0.114420837425842,,,"1574014"
2020-11-15,"work_related",65.235,,0.114484369262281,,,"1574014"
2020-11-16,"work_related",64.96,,0.114611432935158,,,"1574014"
2020-11-17,"work_related",65.06,,0.11454790109872,,,"1574014"
2020-11-18,"work_related",65.16,,0.11454790109872,,,"1574014"
2020-11-19,"work_related",65.33,,0.11454790109872,,,"1574014"
2020-11-20,"work_related",65.53,,0.114484369262281,,,"1574014"
2020-11-21,"work_related",66.175,,0.114166710080088,,,"1574014"
2020-11-22,"work_related",66.175,,0.113976114570773,,,"1574014"
2020-11-23,"work_related",66.82,,0.113849050897895,,,"1574014"
2020-11-24,"work_related",69.53,,0.11365845538858,,,"1574014"
2020-11-25,"work_related",69.49,,0.113531391715703,,,"1574014"
2020-11-26,"work_related",69.61,,0.11321373253351,,,"1574014"
2020-11-27,"work_related",70.06,,0.11276900967844,,,"1574014"
2020-11-28,"work_related",71.165,,0.111625436622546,,,"1574014"
2020-11-29,"work_related",71.165,,0.110926586421722,,,"1574014"
2020-11-30,"work_related",72.27,86.9,0.109719481529389,,,"1574014"
2020-12-01,"work_related",70.65,,0.104573402777866,,,"1574014"
2020-12-02,"work_related",72.25,,0.104636934614305,,,"1574014"
2020-12-03,"work_related",74.11,,0.104319275432112,,,"1574014"
2020-12-04,"work_related",75.6,,0.104255743595673,,,"1574014"
2020-12-05,"work_related",78.375,,0.104128679922796,,,"1574014"
2020-12-06,"work_related",78.375,,0.104128679922796,,,"1574014"
2020-12-07,"work_related",81.15,,0.104065148086358,,,"1574014"
2020-12-08,"work_related",82.35,,0.10393808441348,,,"1574014"
2020-12-09,"work_related",83.15,,0.103747488904165,,,"1574014"
2020-12-10,"work_related",83.48,,0.103620425231288,,,"1574014"
2020-12-11,"work_related",83.7,,0.103556893394849,,,"1574014"
2020-12-12,"work_related",83.32,,0.103493361558411,,,"1574014"
2020-12-13,"work_related",83.32,,0.103429829721972,,,"1574014"
2020-12-14,"work_related",82.94,,0.103493361558411,,,"1574014"
2020-12-15,"work_related",82.57,,0.103302766049095,,,"1574014"
2020-12-16,"work_related",82.51,,0.103302766049095,,,"1574014"
2020-12-17,"work_related",82.13,,0.103302766049095,,,"1574014"
2020-12-18,"work_related",82.19,,0.103239234212656,,,"1574014"
2020-12-19,"work_related",82.11,,0.103175702376218,,,"1574014"
2020-12-20,"work_related",82.11,,0.103175702376218,,,"1574014"
2020-12-21,"work_related",82.03,,0.103811020740603,,,"1574014"
2020-12-22,"work_related",81.61,,0.103747488904165,,,"1574014"
2020-12-23,"work_related",81.01,,0.103620425231288,,,"1574014"
2020-12-24,"work_related",81.23,,0.103747488904165,,,"1574014"
2020-12-25,"work_related",71.12,,0.103556893394849,,,"1574014"
2020-12-26,"work_related",71.12,,0.103175702376218,,,"1574014"
2020-12-27,"work_related",71.12,,0.103048638703341,,,"1574014"
2020-12-28,"work_related",71.12,,0.102921575030464,,,"1574014"
2020-12-29,"work_related",61.01,,0.102667447684709,,,"1574014"
2020-12-30,"work_related",57.61,,0.102286256666078,,,"1574014"
2020-12-31,"work_related",54.32,89.6,0.101269747283061,1525691,1.9,"1574014"
2021-01-01,"work_related",53.835,,0.124903590438204,,,"1574014"
2021-01-02,"work_related",53.835,,0.12509418594752,,,"1574014"
2021-01-03,"work_related",53.835,,0.125284781456836,,,"1574014"
2021-01-04,"work_related",53.35,,0.125348313293274,,,"1574014"
2021-01-05,"work_related",53.97,,0.125411845129713,,,"1574014"
2021-01-06,"work_related",54.34,,0.125475376966152,,,"1574014"
2021-01-07,"work_related",54.01,,0.12553890880259,,,"1574014"
2021-01-08,"work_related",54.67,,0.125602440639029,,,"1574014"
2021-01-09,"work_related",55.51,,0.125665972475467,,,"1574014"
2021-01-10,"work_related",55.51,,0.12598363165766,,,"1574014"
2021-01-11,"work_related",56.35,,0.126047163494099,,,"1574014"
2021-01-12,"work_related",55.54,,0.126047163494099,,,"1574014"
2021-01-13,"work_related",55.29,,0.126047163494099,,,"1574014"
2021-01-14,"work_related",55.1,,0.126110695330537,,,"1574014"
2021-01-15,"work_related",54.67,,0.126110695330537,,,"1574014"
2021-01-16,"work_related",54.91,,0.125920099821221,,,"1574014"
2021-01-17,"work_related",54.91,,0.126237759003414,,,"1574014"
2021-01-18,"work_related",55.15,,0.12642835451273,,,"1574014"
2021-01-19,"work_related",55.4,,0.126364822676291,,,"1574014"
2021-01-20,"work_related",55.47,,0.126364822676291,,,"1574014"
2021-01-21,"work_related",55.47,,0.126301290839853,,,"1574014"
2021-01-22,"work_related",55.94,,0.126237759003414,,,"1574014"
2021-01-23,"work_related",56.505,,0.126174227166976,,,"1574014"
2021-01-24,"work_related",56.505,,0.12642835451273,,,"1574014"
2021-01-25,"work_related",57.07,,0.12642835451273,,,"1574014"
2021-01-26,"work_related",57.48,,0.126301290839853,,,"1574014"
2021-01-27,"work_related",58.07,,0.126237759003414,,,"1574014"
2021-01-28,"work_related",58.97,,0.126174227166976,,,"1574014"
2021-01-29,"work_related",59.57,,0.125729504311906,,,"1574014"
2021-01-30,"work_related",60.7,,0.123442358200118,,,"1574014"
2021-01-31,"work_related",60.7,83.4,0.122425848817101,,,"1574014"
2021-02-01,"work_related",61.83,,0.125030654111082,,,"1574014"
2021-02-02,"work_related",62.26,,0.125030654111082,,,"1574014"
2021-02-03,"work_related",62.2,,0.125030654111082,,,"1574014"
2021-02-04,"work_related",62.14,,0.125030654111082,,,"1574014"
2021-02-05,"work_related",62.25,,0.125030654111082,,,"1574014"
2021-02-06,"work_related",62.05,,0.125030654111082,,,"1574014"
2021-02-07,"work_related",62.05,,0.125157717783959,,,"1574014"
2021-02-08,"work_related",61.85,,0.125411845129713,,,"1574014"
2021-02-09,"work_related",61.35,,0.125348313293274,,,"1574014"
2021-02-10,"work_related",61.35,,0.125348313293274,,,"1574014"
2021-02-11,"work_related",61.57,,0.125348313293274,,,"1574014"
2021-02-12,"work_related",61.96,,0.125348313293274,,,"1574014"
2021-02-13,"work_related",62.55,,0.125284781456836,,,"1574014"
2021-02-14,"work_related",62.55,,0.125348313293274,,,"1574014"
2021-02-15,"work_related",63.14,,0.125157717783959,,,"1574014"
2021-02-16,"work_related",63.74,,0.125030654111082,,,"1574014"
2021-02-17,"work_related",64.25,,0.125030654111082,,,"1574014"
2021-02-18,"work_related",64.35,,0.125030654111082,,,"1574014"
2021-02-19,"work_related",64.37,,0.125030654111082,,,"1574014"
2021-02-20,"work_related",64.345,,0.124840058601766,,,"1574014"
2021-02-21,"work_related",64.345,,0.124840058601766,,,"1574014"
2021-02-22,"work_related",64.32,,0.124585931256012,,,"1574014"
2021-02-23,"work_related",64.09,,0.124522399419573,,,"1574014"
2021-02-24,"work_related",64.17,,0.124522399419573,,,"1574014"
2021-02-25,"work_related",64.4,,0.124458867583135,,,"1574014"
2021-02-26,"work_related",64.93,,0.124331803910257,,,"1574014"
2021-02-27,"work_related",67.505,,0.122552912489978,,,"1574014"
2021-02-28,"work_related",67.505,,0.122108189634908,,,"1574014"
2021-03-01,"work_related",70.08,,,,,"1574014"
2021-03-02,"work_related",71.53,,,,,"1574014"
2021-03-03,"work_related",72.46,,,,,"1574014"
2021-03-04,"work_related",73.1,,,,,"1574014"
2021-03-05,"work_related",73.37,,,,,"1574014"
2021-03-06,"work_related",72.54,,,,,"1574014"
2021-03-07,"work_related",72.54,,,,,"1574014"
2021-03-08,"work_related",71.71,,,,,"1574014"
2021-03-09,"work_related",71.75,,,,,"1574014"
2021-03-10,"work_related",72.14,,,,,"1574014"
2021-03-11,"work_related",72.45,,,,,"1574014"
2021-03-12,"work_related",72.91,,,,,"1574014"
2021-03-13,"work_related",73.8,,,,,"1574014"
2021-03-14,"work_related",73.8,,,,,"1574014"
2021-03-15,"work_related",74.69,,,,,"1574014"
2021-03-16,"work_related",75.07,,,,,"1574014"
2021-03-17,"work_related",75.27,,,,,"1574014"
2021-03-18,"work_related",75.88,,,,,"1574014"
2021-03-19,"work_related",76.28,,,,,"1574014"
2021-03-20,"work_related",76.13,,,,,"1574014"
2021-03-21,"work_related",76.13,,,,,"1574014"
2021-03-22,"work_related",75.98,,,,,"1574014"
2021-03-23,"work_related",76.07,,,,,"1574014"
2021-03-24,"work_related",76.22,,,,,"1574014"
2021-03-25,"work_related",76.41,,,,,"1574014"
2021-03-26,"work_related",76.98,,,,,"1574014"
2021-03-27,"work_related",77.955,,,,,"1574014"
2021-03-28,"work_related",77.955,,,,,"1574014"
2021-03-29,"work_related",78.93,,,,,"1574014"
2021-03-30,"work_related",79.9,,,,,"1574014"
2021-03-31,"work_related",81.59,,,,,"1574014"
